calories,carbohydrate,sugar,protein,Cluster,Cluster_Calorias_Promedio,Cluster_Proteinas_Promedio,Cluster_Azucar_Promedio,Cluster_Interpretacion,Cluster_Porcentaje_Total,Cluster_Tipo,Calorias_vs_Promedio_Cluster,Proteinas_vs_Promedio_Cluster,Azucar_vs_Promedio_Cluster
114.74,32.69,10.02,87.46,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-514.25,52.93999999999999,4.539999999999999
70.81,27.0,11.18,0.21,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-68.71000000000001,-8.02,-3.3499999999999996
1435.35,75.43,17.09,0.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,806.3599999999999,-34.160000000000004,11.61
12.97,28.68,11.74,0.61,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-126.55000000000001,-7.62,-2.789999999999999
370.92,6.65,4.55,11.97,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-258.07,-22.550000000000004,-0.9300000000000006
35.63,2.52,19.21,0.18,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-103.89000000000001,-8.05,4.6800000000000015
223.01,25.99,7.52,11.69,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-405.98,-22.830000000000005,2.039999999999999
239.9,51.13,131.39,3.38,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,100.38,-4.8500000000000005,116.85999999999999
379.16,4.79,0.4,5.27,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-249.82999999999998,-29.250000000000004,-5.08
1878.82,0.8,7.6,89.01,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1249.83,54.49,2.119999999999999
410.92,23.17,1.04,19.34,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-218.07,-15.180000000000003,-4.44
242.1,6.68,0.25,29.82,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-386.89,-4.700000000000003,-5.23
158.46,20.62,6.3,4.75,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,18.939999999999998,-3.4800000000000004,-8.23
487.86,142.22,5.21,1.09,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-141.13,-33.43,-0.27000000000000046
25.91,0.82,3.3,44.76,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-113.61000000000001,36.53,-11.23
1277.97,4.15,0.29,7.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,648.98,-26.880000000000003,-5.19
84.27,5.07,8.97,0.38,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-55.250000000000014,-7.8500000000000005,-5.559999999999999
293.86,11.43,3.16,0.98,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,154.34,-7.25,-11.37
889.25,13.44,1.61,2.58,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,260.26,-31.940000000000005,-3.87
167.09,7.7,30.73,12.87,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,27.569999999999993,4.639999999999999,16.200000000000003
179.45,15.19,2.23,2.53,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,39.92999999999998,-5.700000000000001,-12.299999999999999
649.83,21.64,1.69,0.13,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,20.840000000000032,-34.39,-3.7900000000000005
1706.75,24.59,5.35,39.53,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1077.76,5.009999999999998,-0.13000000000000078
406.05,128.22,18.58,15.06,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-222.94,-19.46,13.099999999999998
73.91,35.05,2.09,14.68,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-65.61000000000001,6.449999999999999,-12.44
581.04,38.52,0.1,82.85,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-47.950000000000045,48.32999999999999,-5.380000000000001
908.63,42.53,1.21,46.13,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,279.64,11.61,-4.2700000000000005
491.01,33.94,6.08,5.45,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-137.98000000000002,-29.070000000000004,0.5999999999999996
1053.21,12.03,16.64,4.92,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,424.22,-29.6,11.16
87.17,13.21,0.39,158.81,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-541.82,124.28999999999999,-5.090000000000001
135.76,21.48,7.94,7.3,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-3.7600000000000193,-0.9300000000000006,-6.589999999999999
132.29,50.28,1.88,22.89,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-496.70000000000005,-11.630000000000003,-3.6000000000000005
166.73,15.74,4.34,169.78,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-462.26,135.26,-1.1400000000000006
92.21,8.53,0.24,14.14,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-536.78,-20.380000000000003,-5.24
472.91,8.68,1.91,15.08,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-156.07999999999998,-19.440000000000005,-3.5700000000000003
409.03,71.58,5.73,125.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-219.96000000000004,91.13999999999999,0.25
31.75,16.71,1.02,23.14,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-107.77000000000001,14.91,-13.51
76.21,91.25,6.12,3.27,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-63.31000000000002,-4.960000000000001,-8.41
257.71,140.96,9.46,8.77,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-371.28000000000003,-25.750000000000004,3.9800000000000004
49.5,66.64,4.69,53.33,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-90.02000000000001,45.099999999999994,-9.84
771.52,96.03,1.49,7.52,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,142.52999999999997,-27.000000000000004,-3.99
718.34,16.61,8.54,4.52,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,89.35000000000002,-30.000000000000004,3.0599999999999987
798.39,0.86,0.5,0.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,169.39999999999998,-34.120000000000005,-4.98
561.43,11.83,9.0,189.33,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-67.56000000000006,154.81,3.5199999999999996
552.83,39.55,3.61,48.54,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-76.15999999999997,14.019999999999996,-1.8700000000000006
684.88,41.08,2.0,1.48,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,55.889999999999986,-33.040000000000006,-3.4800000000000004
970.22,177.22,1.8,6.44,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,341.23,-28.080000000000002,-3.6800000000000006
20.81,33.92,5.44,18.54,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-118.71000000000001,10.309999999999999,-9.09
561.44,43.26,0.14,96.27,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-67.54999999999995,61.74999999999999,-5.340000000000001
532.01,31.76,1.44,17.96,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-96.98000000000002,-16.560000000000002,-4.040000000000001
152.42,12.11,0.38,5.56,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-476.57000000000005,-28.960000000000004,-5.1000000000000005
857.34,67.38,4.97,2.8,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,228.35000000000002,-31.720000000000002,-0.5100000000000007
138.11,3.7,5.24,63.56,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-490.88,29.04,-0.2400000000000002
482.51,26.21,5.29,18.93,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-146.48000000000002,-15.590000000000003,-0.1900000000000004
288.55,142.28,50.17,0.47,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,149.03,-7.760000000000001,35.64
1251.42,12.28,0.17,0.59,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,622.4300000000001,-33.93,-5.3100000000000005
23.64,102.52,14.22,61.22,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-115.88000000000001,52.989999999999995,-0.3099999999999987
111.1,37.55,6.6,239.57,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-517.89,205.04999999999998,1.1199999999999992
958.28,50.02,0.98,9.27,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,329.28999999999996,-25.250000000000004,-4.5
134.48,45.5,37.08,0.2,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-5.0400000000000205,-8.030000000000001,22.549999999999997
187.46,47.62,16.3,78.81,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-441.53,44.29,10.82
110.69,58.8,45.33,1.23,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-28.830000000000013,-7.0,30.799999999999997
416.12,3.43,1.05,10.12,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-212.87,-24.400000000000006,-4.430000000000001
1199.2,40.96,1.55,29.53,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,570.21,-4.990000000000002,-3.9300000000000006
94.27,383.06,5.98,39.61,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-534.72,5.089999999999996,0.5
45.62,15.34,3.27,2.16,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-93.9,-6.07,-11.26
781.15,3.91,0.39,21.41,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,152.15999999999997,-13.110000000000003,-5.090000000000001
1045.21,5.12,1.79,70.69,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,416.22,36.169999999999995,-3.6900000000000004
1337.71,3.84,8.48,0.95,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,708.72,-33.57,3.0
2282.6,4.5,4.16,31.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1653.61,-3.330000000000002,-1.3200000000000003
259.36,20.05,3.45,91.16,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-369.63,56.63999999999999,-2.0300000000000002
231.2,15.18,6.96,70.75,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-397.79,36.23,1.4799999999999995
136.46,31.09,2.4,6.77,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-3.0600000000000023,-1.4600000000000009,-12.129999999999999
850.16,2.56,1.52,9.31,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,221.16999999999996,-25.21,-3.9600000000000004
1007.85,3.43,5.78,59.23,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,378.86,24.709999999999994,0.2999999999999998
521.78,76.37,12.63,8.62,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-107.21000000000004,-25.900000000000006,7.15
11.6,39.04,13.91,4.06,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-127.92000000000002,-4.170000000000001,-0.6199999999999992
268.04,77.7,2.43,0.88,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,128.52,-7.3500000000000005,-12.1
516.76,13.59,2.96,50.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-112.23000000000002,15.669999999999995,-2.5200000000000005
34.97,16.88,4.54,14.04,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-104.55000000000001,5.809999999999999,-9.989999999999998
123.02,202.66,16.0,8.14,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-16.500000000000014,-0.08999999999999986,1.4700000000000006
578.4,9.43,4.4,8.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-50.59000000000003,-26.160000000000004,-1.08
199.54,9.1,8.17,10.1,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,60.01999999999998,1.8699999999999992,-6.359999999999999
1205.68,2.78,1.24,109.92,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,576.69,75.4,-4.24
259.95,18.93,5.08,0.33,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,120.42999999999998,-7.9,-9.45
877.29,16.62,37.05,21.09,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,248.29999999999995,-13.430000000000003,31.569999999999997
298.69,1.18,11.47,0.03,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,159.17,-8.200000000000001,-3.0599999999999987
265.71,11.68,11.7,0.79,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,126.18999999999997,-7.44,-2.83
182.21,11.66,0.91,73.94,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-446.78,39.419999999999995,-4.57
235.91,43.2,41.24,4.27,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,96.38999999999999,-3.960000000000001,26.71
75.89,22.51,8.18,17.64,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-63.63000000000001,9.41,-6.35
434.29,64.57,2.91,7.16,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-194.7,-27.360000000000003,-2.5700000000000003
1362.81,26.21,1.94,125.43,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,733.8199999999999,90.91,-3.5400000000000005
275.96,29.94,13.22,7.49,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,136.43999999999997,-0.7400000000000002,-1.3099999999999987
708.64,45.44,4.55,221.91,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,79.64999999999998,187.39,-0.9300000000000006
338.74,70.14,0.58,13.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-290.25,-21.160000000000004,-4.9
75.17,6.45,8.59,0.73,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-64.35000000000001,-7.5,-5.9399999999999995
90.01,60.18,15.52,17.64,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-49.510000000000005,9.41,0.9900000000000002
2.14,20.11,0.16,1.42,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-137.38000000000002,-6.8100000000000005,-14.37
255.58,47.45,1.58,4.92,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-373.40999999999997,-29.6,-3.9000000000000004
259.83,89.3,1.61,6.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-369.16,-28.520000000000003,-3.87
110.07,4.07,9.1,8.88,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-29.450000000000017,0.6500000000000004,-5.43
460.49,18.84,16.96,52.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-168.5,17.479999999999997,11.48
46.66,4.7,13.11,35.28,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-92.86000000000001,27.05,-1.42
50.94,37.18,0.5,10.84,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-88.58000000000001,2.6099999999999994,-14.03
90.95,15.03,5.32,19.29,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-48.57000000000001,11.059999999999999,-9.209999999999999
64.36,11.28,12.47,20.87,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-75.16000000000001,12.64,-2.0599999999999987
2051.34,2.46,2.12,69.62,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1422.3500000000001,35.1,-3.3600000000000003
128.3,14.75,3.01,16.34,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-500.69,-18.180000000000003,-2.4700000000000006
71.87,31.44,1.34,32.45,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-557.12,-2.0700000000000003,-4.140000000000001
338.71,59.94,12.26,30.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-290.28000000000003,-3.8000000000000043,6.779999999999999
633.87,16.11,2.47,7.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,4.8799999999999955,-27.270000000000003,-3.0100000000000002
291.64,2.12,42.8,11.05,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,152.11999999999998,2.8200000000000003,28.269999999999996
126.96,19.11,18.17,0.18,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-12.560000000000016,-8.05,3.6400000000000023
141.15,68.04,1.48,6.95,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-487.84000000000003,-27.570000000000004,-4.0
169.83,42.42,1.98,31.1,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-459.15999999999997,-3.4200000000000017,-3.5000000000000004
262.09,2.8,8.68,0.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,122.56999999999996,-8.15,-5.85
1073.39,8.32,16.11,8.15,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,444.4000000000001,-26.370000000000005,10.629999999999999
108.62,13.68,6.72,0.23,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-30.900000000000006,-8.0,-7.81
378.65,38.0,5.39,24.04,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-250.34000000000003,-10.480000000000004,-0.09000000000000075
617.5,14.68,9.88,3.12,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-11.490000000000009,-31.400000000000002,4.4
237.97,3.35,1.21,5.4,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-391.02,-29.120000000000005,-4.2700000000000005
150.83,118.2,0.75,6.27,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-478.15999999999997,-28.250000000000004,-4.73
602.74,28.03,2.92,5.8,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-26.25,-28.720000000000002,-2.5600000000000005
468.76,35.6,1.99,20.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-160.23000000000002,-13.860000000000003,-3.49
652.18,53.19,28.18,2.6,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,512.66,-5.630000000000001,13.65
715.66,8.98,1.97,0.93,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,86.66999999999996,-33.59,-3.5100000000000007
1830.28,3.92,1.83,44.74,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1201.29,10.219999999999999,-3.6500000000000004
536.42,8.87,2.08,38.47,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-92.57000000000005,3.9499999999999957,-3.4000000000000004
94.04,5.17,0.68,0.01,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-45.480000000000004,-8.22,-13.85
332.19,25.86,1.04,20.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-296.8,-14.270000000000003,-4.44
240.52,19.5,5.64,2.44,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,101.0,-5.790000000000001,-8.89
199.34,22.88,32.7,0.15,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,59.81999999999999,-8.08,18.17
